Name,RA,Dec,Region,IRAC1,IRAC2,IRAC3,IRAC4,MIPS1,WISE1,WISE2,WISE3,WISE4 
J04215450+2652315,65.477104187,26.8754234314,Taurus,1.453E-03,1.012E-03,7.947E-04,4.879E-04,,1.194E-03,1.074E-03,,
Rebull2010_4,64.5449523926,25.3326301575,Taurus,1.61E-01,1.408E-01,1.423E-01,1.88E-01,1.214E-01,1.45E-01,1.145E-01,1.723E-01,2.56E-01
Rebull2010_37,64.5933074951,28.4104328156,Taurus,3.243E-02,2.749E-02,2.112E-02,1.133E-02,,2.723E-02,2.78E-02,4.831E-03,
Rebull2010_38,65.4951858521,28.3018455505,Taurus,5.088E-01,3.244E-01,2.168E-01,1.239E-01,1.414E-02,6.022E-01,3.245E-01,5.802E-02,1.721E-02
Rebull2010_39,68.6637191772,25.0169448853,Taurus,2.081E-01,1.371E-01,9.15E-02,5.189E-02,6.094E-03,2.465E-01,1.343E-01,2.287E-02,
Rebull2010_41,66.2043457031,26.7195568085,Taurus,2.269E-01,1.491E-01,9.684E-02,5.585E-02,7.854E-03,2.564E-01,1.422E-01,2.684E-02,
Rebull2010_46,64.6295852661,28.4545059204,Taurus,3.204E-01,2.076E-01,1.337E-01,8.075E-02,9.914E-03,3.485E-01,2.044E-01,3.77E-02,1.054E-02
Rebull2010_47,64.6877441406,28.3480014801,Taurus,1.112E-02,9.131E-03,6.935E-03,3.808E-03,,9.607E-03,8.986E-03,,6.413E-02
Rebull2010_59,64.1171188354,28.1266136169,Taurus,1.501E-01,9.663E-02,6.991E-02,3.859E-02,4.775E-03,1.493E-01,9.17E-02,1.782E-02,5.285E-03
Rebull2010_60,64.6959838867,28.3353672028,Taurus,4.109E-01,2.737E-01,1.905E-01,1.057E-01,,4.295E-01,2.659E-01,3.464E-02,4.437E-02
Rebull2010_61,64.7144927979,28.340681076,Taurus,2.295E-02,4.433E-02,9.388E-02,2.89E-01,2.668E+00,2.391E-02,7.001E-02,8.241E-01,3.35E+00
Rebull2010_64,64.9219665527,27.8301353455,Taurus,1.598E-01,1.026E-01,6.994E-02,4.089E-02,5.672E-03,1.716E-01,1.055E-01,1.953E-02,5.871E-03
Rebull2010_65,66.3236618042,26.297334671,Taurus,1.454E-01,9.408E-02,6.771E-02,3.823E-02,5.586E-03,,,,
Rebull2010_76,68.9729156494,22.9024868011,Taurus,1.002E-01,6.513E-02,4.533E-02,2.62E-02,,1.099E-01,6.504E-02,1.393E-02,
Rebull2010_77,70.2696151733,24.8517341614,Taurus,1.575E-01,9.843E-02,6.753E-02,3.939E-02,4.622E-03,1.654E-01,9.727E-02,1.835E-02,6.834E-03
Rebull2010_78,70.522857666,25.3823051453,Taurus,1.797E-01,1.278E-01,9.198E-02,5.322E-02,9.562E-03,1.954E-01,1.324E-01,2.897E-02,1.428E-02
Rebull2010_84,67.4269790649,26.5470314026,Taurus,1.458E-01,9.227E-02,6.371E-02,3.652E-02,,1.513E-01,8.637E-02,1.764E-02,
Rebull2010_87,68.3098297119,26.239862442,Taurus,4.236E-03,3.696E-03,3.501E-03,9.821E-03,3.472E-01,4.936E-03,5.965E-03,3.89E-02,3.247E-01
Rebull2010_89,69.0795516968,25.7163772583,Taurus,1.095E-01,6.917E-02,4.541E-02,2.683E-02,,1.271E-01,6.95E-02,1.297E-02,
Rebull2010_94,67.8101654053,27.1716651917,Taurus,9.095E-02,5.695E-02,3.94E-02,2.326E-02,,9.758E-02,5.566E-02,1.087E-02,1.446E-02
Rebull2010_96,68.0785751343,24.374206543,Taurus,2.024E-01,1.341E-01,9.349E-02,5.614E-02,6.876E-03,2.109E-01,1.289E-01,2.375E-02,
Rebull2010_127,63.6094512939,28.1009025574,Taurus,1.121E+00,1.474E+00,1.622E+00,1.948E+00,,6.622E-01,1.242E+00,1.285E+00,3.482E+00
Rebull2010_131,65.5130767822,28.4274959564,Taurus,1.391E-01,9.242E-02,6.363E-02,3.846E-02,,1.504E-01,9.264E-02,1.552E-02,2.282E-02
HD987M,3.4708468914,-74.6882781982,THA,,,,,1.22E-02,5.387E-01,2.879E-01,5.007E-02,1.372E-02
HD1466,4.60885906219,-63.4774856567,THA,,,,,3.502E-02,1.072E+00,6.183E-01,1.017E-01,4.175E-02
HIP1910M,6.0374917984,-62.1845207214,THA,,,,,9.726E-03,3.507E-01,2.04E-01,3.732E-02,1.189E-02
Rebull2010_143,69.7441635132,23.6097660065,Taurus,1.753E-02,,1.333E-02,,1.992E-02,1.6E-02,1.427E-02,1.353E-02,2.161E-02
Rebull2010_144,63.7714881897,28.1461696625,Taurus,7.761E-02,5.499E-02,3.788E-02,,,8.094E-02,5.5E-02,1.07E-02,
Rebull2010_148,69.647874,26.178089,Taurus,,,,,,,9.179E-03,2.889E-02,2.907E-01
Rebull2010_152,64.7582321167,28.3758907318,Taurus,3.923E-02,2.714E-02,1.936E-02,1.125E-02,,3.488E-02,2.798E-02,5.567E-03,
Rebull2010_153,66.1877593994,27.0290908813,Taurus,2.32E-02,1.567E-02,1.085E-02,5.799E-03,,2.324E-02,1.525E-02,3.555E-03,
Rebull2010_156,67.9935150146,25.7249774933,Taurus,5.128E-02,3.442E-02,2.322E-02,1.31E-02,,5.079E-02,3.42E-02,5.475E-03,
Rebull2010_162,70.165802002,25.3183670044,Taurus,3.266E-02,2.407E-02,1.629E-02,9.494E-03,6.84E-03,3.046E-02,2.287E-02,4.45E-03,8.82E-03
Rebull2010_165,64.6262741089,27.722454071,Taurus,1.464E-02,1.039E-02,6.627E-03,4.048E-03,,1.478E-02,1.042E-02,2.101E-03,
Rebull2010_172,68.924331665,22.5698852539,Taurus,6.211E-03,4.332E-03,3.078E-03,1.679E-03,,6.006E-03,4.273E-03,,
Rebull2010_173,70.007270813,25.9414520264,Taurus,2.441E-02,1.866E-02,1.302E-02,7.593E-03,,2.077E-02,1.847E-02,3.13E-03,
Rebull2010_175,64.5331878662,28.4343605042,Taurus,2.712E-02,1.891E-02,1.258E-02,7.682E-03,,2.548E-02,1.911E-02,3.93E-03,
Rebull2010_176,64.7422409058,28.2065238953,Taurus,5.692E-02,6.875E-02,8.314E-02,1.175E-01,5.753E-01,5.051E-02,8.091E-02,1.489E-01,5.469E-01
Rebull2010_178,68.2825393677,26.2685089111,Taurus,3.433E-02,2.436E-02,1.662E-02,9.424E-03,,3.083E-02,2.397E-02,4.349E-03,
Luhman2004_19,73.9570617676,30.3277893066,Taurus,,,,,,7.314E-03,5.883E-03,2.927E-03,
Luhman2004_20,73.9703598022,30.1145343781,Taurus,,,,,,1.847E-02,1.266E-02,2.638E-03,
HD2884,7.88612508774,-62.9582557678,THA,,,,,1.184E-01,4.415E+00,3.894E+00,4.238E-01,1.284E-01
HD2885,7.88948488235,-62.9655799866,THA,,,,,1.717E-01,7.852E+00,6.729E+00,6.583E-01,2.087E-01
HD3003,8.18297767639,-63.0314788818,THA,,,,,2.318E-01,3.038E+00,2.34E+00,3.32E-01,2.558E-01
HD3221M,8.71335029602,-61.9162063599,THA,,,,,2.064E-02,8.237E-01,4.516E-01,7.951E-02,2.556E-02
CD-7824M,10.5847091675,-77.7943878174,THA,,,,,,3.178E-01,1.723E-01,3.107E-02,8.231E-03
HD8558M,20.8386173248,-57.4807510376,THA,,,,,1.445E-02,6.101E-01,3.224E-01,5.567E-02,1.664E-02
HD9054M,22.0361919403,-52.6386566162,THA,,,,,1.517E-02,6.034E-01,3.212E-01,5.712E-02,1.799E-02
HD12039M,29.4540367126,-21.9014587402,THA,,,,,2.521E-02,8.515E-01,4.529E-01,7.727E-02,2.854E-02
HD12894,31.1463985443,-54.8816757202,THA,,,,,4.883E-02,2.135E+00,1.371E+00,1.93E-01,5.996E-02
HD13183M,31.8252410889,-53.1990280151,THA,,,,,1.471E-02,5.503E-01,2.943E-01,5.224E-02,1.682E-02
HD13246M,31.8588275909,-59.6794166565,THA,,,,,4.702E-02,1.008E+00,5.932E-01,1.042E-01,5.389E-02
HD22705,54.222568512,-49.9580230713,THA,,,,,2.739E-02,1.198E+00,6.655E-01,1.086E-01,3.32E-02
BD-12943,69.1962356567,-12.1557569504,THA,,,,,,2.827E-01,1.554E-01,2.554E-02,7.303E-03
HD29615,69.6830749512,-27.0338344574,THA,,,,,1.373E-02,5.523E-01,2.967E-01,5.058E-02,1.529E-02
HD30051,70.821685791,-23.6283245087,THA,,,,,3.019E-02,1.301E+00,7.217E-01,1.134E-01,3.438E-02
AC3501145M,72.002784729,-50.6904182434,THA,,,,,,2.264E-01,1.306E-01,2.408E-02,7.818E-03
AC4058138M,83.3566055298,-51.2869949341,THA,,,,,,1.853E-01,1.018E-01,1.902E-02,5.581E-03
CD-272520,87.2773590088,-27.5654602051,THA,,,,,,1.609E-01,8.693E-02,1.512E-02,
HD47875M,98.6709671021,-69.8851089478,THA,,,,,9.539E-03,3.983E-01,2.194E-01,3.826E-02,1.184E-02
HD53842,101.55620575,-83.9915237427,THA,,,,,2.962E-02,9.157E-01,5.282E-01,8.937E-02,4.122E-02
AC4485630M,175.069107056,-83.3501052856,THA,,,,,3.594E-03,1.235E-01,6.607E-02,1.25E-02,4.009E-03
HD193924,306.411956787,-56.735080719,THA,,,,,6.521E-01,,,,
HD202917M,320.208129883,-53.0341720581,THA,,,,,1.989E-02,5.762E-01,3.042E-01,5.282E-02,1.987E-02
G91161363M,326.125518799,-60.9774971008,THA,,,,,6.251E-03,2.367E-01,1.349E-01,2.475E-02,7.35E-03
HD207575,328.040588379,-62.0523834229,THA,,,,,3.118E-02,1.206E+00,7.086E-01,1.112E-01,3.752E-02
HD207964,328.797515869,-61.8866577148,THA,,,,,7.869E-02,3.353E+00,2.514E+00,3.079E-01,9.408E-02
AC4600438M,351.544555664,-73.3971939087,THA,,,,,,2.189E-01,1.285E-01,2.386E-02,7.296E-03
CD-86147M,351.955963135,-86.2218704224,THA,,,,,,3.334E-01,1.82E-01,3.239E-02,8.517E-03
HD222259NM,354.913696289,-69.1943511963,THA,,,,,1.431E-02,4.645E-01,2.45E-01,4.365E-02,1.367E-02
HD222259SM,354.914581299,-69.1958007812,THA,,,,,9.897E-03,5.61E-01,3.41E-01,5.644E-02,1.786E-02
TWA7,160.625473022,-33.671169281,TWA,,,,,2.975E-02,5.757E-01,3.538E-01,6.674E-02,3.289E-02
G77392180,170.272903442,-38.7545394897,TWA,,,,,5.374E-03,1.854E-01,1.127E-01,2.172E-02,5.189E-03
CD-347390a,170.32182312,-34.7793045044,TWA,,,,,8.385E-03,2.708E-01,1.637E-01,3.107E-02,1.318E-02
CD-347390b,170.322723389,-34.7804946899,TWA,,,,,7.718E-03,3.234E-01,1.871E-01,3.245E-02,
HD98800M,170.522094727,-24.7775974274,TWA,1.521E+00,1.012E+00,6.759E-01,6.922E-01,,1.958E+00,1.265E+00,1.655E+00,6.942E+00
CD-397538M,183.878005981,-39.8118362427,TWA,,,,,1.068E-02,3.81E-01,2.232E-01,4.085E-02,1.223E-02
TWA20,187.908630371,-45.9831619263,TWA,,,,,4.578E-03,1.437E-01,8.986E-02,1.698E-02,6.526E-03
HIP76633,234.750259399,-19.7324790955,USco,,1.766E-01,,6.372E-02,9.989E-03,3.123E-01,1.692E-01,2.887E-02,9.304E-03
HIP77457,237.217193604,-29.4833908081,USco,,2.244E-01,,7.731E-02,8.62E-03,3.832E-01,2.097E-01,3.436E-02,8.992E-03
HIP77545,237.499160767,-25.1509418488,USco,,1.303E-01,,4.702E-02,9.807E-03,2.264E-01,1.23E-01,2.425E-02,1.872E-02
HIP77635,237.744781494,-25.7512836456,USco,,2.085E+00,,6.859E-01,7.862E-02,3.727E+00,2.664E+00,3.07E-01,1.012E-01
HIP77815,238.34135437,-21.9712600708,USco,,2.577E-01,,8.715E-02,1.056E-02,4.367E-01,2.414E-01,4.18E-02,1.397E-02
HIP77840,238.402923584,-25.3271903992,USco,,2.066E+00,,6.796E-01,7.104E-02,3.572E+00,2.647E+00,3.351E-01,2.831E-01
HIP77858,238.474655151,-24.5331134796,USco,,1.268E+00,,4.249E-01,4.825E-02,2.296E+00,1.439E+00,2.014E-01,1.626E-01
HIP77859,238.482772827,-23.9780635834,USco,,1.416E+00,,5.919E-01,9.365E-02,2.349E+00,1.727E+00,3.034E-01,1.374E-01
HIP77900,238.625442505,-27.3386383057,USco,,5.285E-01,,1.723E-01,2.011E-02,8.999E-01,4.984E-01,7.713E-02,1.978E-02
HIP77960,238.823287964,-23.3676891327,USco,,2.104E-01,,6.986E-02,8.7E-03,3.693E-01,1.988E-01,3.471E-02,9.815E-03
HIP78099,239.199386597,-23.1840591431,USco,,2.529E-01,,8.555E-02,1.281E-02,4.359E-01,2.39E-01,4.066E-02,1.45E-02
HIP78104,239.221130371,-29.214099884,USco,,2.825E+00,,9.21E-01,1.017E-01,4.762E+00,3.607E+00,4.111E-01,1.254E-01
HIP78168,239.41859436,-20.9831066132,USco,,9.016E-01,,2.967E-01,3.338E-02,1.562E+00,8.978E-01,1.323E-01,4.065E-02
HIP78196,239.497283936,-31.7289543152,USco,,2.698E-01,,8.877E-02,1.017E-02,4.432E-01,2.54E-01,3.97E-02,9.364E-03
HIP78207,239.547348022,-14.2793054581,USco,,4.046E+00,,2.23E+00,8.308E-01,5.564E+00,6.321E+00,1.414E+00,8.723E-01
HIP78246,239.645294189,-24.8314418793,USco,,9.355E-01,,3.078E-01,3.496E-02,1.669E+00,9.281E-01,1.374E-01,4.148E-02
HIP78265,239.712966919,-26.1140861511,USco,,7.162E+00,,2.292E+00,3.159E-01,,,,
HIP78483,240.326766968,-26.8725795746,USco,,1.849E-01,,6.796E-02,7.647E-03,3.077E-01,1.733E-01,3.014E-02,8.556E-03
HIP78702,241.00100708,-19.7674751282,USco,,2.372E-01,1.461E-01,8.096E-02,1.157E-02,4.042E-01,2.249E-01,3.753E-02,9.636E-03
HIP78809,241.329818726,-23.6691226959,USco,,2.143E-01,,7.182E-02,8.62E-03,3.72E-01,2.036E-01,3.429E-02,8.902E-03
HIP78847,241.430786133,-21.8387756348,USco,,2.577E-01,,8.959E-02,1.036E-02,4.383E-01,2.464E-01,4.036E-02,1.176E-02
HIP78877,241.526565552,-23.6062908173,USco,,7.639E-01,,2.584E-01,3.159E-02,1.454E+00,7.805E-01,1.2E-01,4.82E-02
HIP78933,241.701782227,-20.6691226959,USco,,4.046E+00,,1.307E+00,1.431E-01,7.267E+00,7.008E+00,5.76E-01,1.659E-01
HIP78963,241.802810669,-27.0994491577,USco,,2.244E-01,,7.452E-02,8.541E-03,3.828E-01,2.118E-01,3.674E-02,1.475E-02
HIP79374,242.998931885,-19.4605865479,USco,,5.795E+00,,1.907E+00,2.145E-01,1.006E+01,9.367E+00,8.457E-01,3.46E-01
HIP79392,243.041229248,-23.9215393066,USco,,1.799E-01,,6.49E-02,6.975E-03,3.117E-01,1.746E-01,2.881E-02,1.241E-02
HIP79606,243.66734314,-20.234167099,USco,,2.878E-01,,1.001E-01,1.157E-02,4.909E-01,2.704E-01,4.389E-02,1.032E-02
HIP79643,243.788635254,-23.7596721649,USco,,1.167E-01,,4.249E-02,9.279E-03,2.024E-01,1.122E-01,1.973E-02,8.675E-03
HIP79733,244.091323853,-28.1640224457,USco,,1.268E-01,,4.408E-02,5.099E-03,2.183E-01,1.19E-01,1.944E-02,
HIP79878,244.567367554,-28.0416927338,USco,,2.698E-01,,9.21E-02,3.338E-02,4.645E-01,2.5E-01,5.157E-02,3.773E-02
HIP79897,244.617706299,-23.2742977142,USco,,2.904E-01,,9.555E-02,1.19E-02,4.991E-01,2.726E-01,4.521E-02,1.684E-02
HIP80024,245.022872925,-20.0563583374,USco,5.709E-01,3.69E-01,2.337E-01,1.26E-01,5.006E-02,6.489E-01,3.571E-01,6.126E-02,7.045E-02
HIP80088,245.209274292,-22.5940914154,USco,,1.442E-01,,5.3E-02,2.288E-02,2.485E-01,1.38E-01,2.687E-02,2.513E-02
HIP80130,245.338119507,-22.1089611053,USco,,2.143E-01,,7.116E-02,8.7E-03,3.646E-01,1.99E-01,3.251E-02,1.075E-02
HIP80311,245.946533203,-26.2710418701,USco,,1.222E-01,,4.288E-02,4.781E-03,2.133E-01,1.208E-01,1.966E-02,
HIP80324,245.986343384,-33.1993904114,USco,,2.799E-01,,9.295E-02,9.452E-03,4.59E-01,2.53E-01,4.15E-02,1.143E-02
HIP80338,246.012039185,-25.41497612,USco,,4.316E-01,,1.473E-01,,7.464E-01,4.176E-01,7.635E-02,1.391E-01
HIP80493,246.461074829,-26.5684051514,USco,,2.851E-01,,9.644E-02,1.136E-02,4.859E-01,2.729E-01,4.401E-02,1.038E-02
HIP80896,247.796081543,-29.9978656769,USco,,1.973E-01,,6.611E-02,8.157E-03,3.44E-01,1.911E-01,3.113E-02,
HIP81266,248.970657349,-28.2160186768,USco,,6.296E+00,,2.052E+00,2.701E-01,1.164E+01,1.082E+01,9.255E-01,4.388E-01
HIP82397,252.544586182,-26.7425346375,USco,,2.203E-01,,7.52E-02,1.818E-02,3.842E-01,2.097E-01,3.695E-02,2.077E-02
[PBB2002]UScoJ155655.5-225839,239.231079102,-22.9778766632,USco,,3.623E-02,,1.394E-02,1.921E-03,5.799E-02,3.445E-02,6.386E-03,
[PBB2002]UScoJ155706.4-220606,239.276748657,-22.1016941071,USco,,1.51E-02,,1.001E-02,7.508E-03,1.492E-02,1.259E-02,7.551E-03,9.761E-03
[PBB2002]UScoJ155746.6-222919,239.444229126,-22.4889793396,USco,,1.581E-02,,5.919E-03,8.78E-04,2.296E-02,1.474E-02,2.998E-03,
[PBB2002]UScoJ155829.8-231007,239.624221802,-23.1688098907,USco,,1.75E-02,,1.42E-02,2.463E-02,1.507E-02,1.468E-02,1.443E-02,2.844E-02
[PBB2002]UScoJ155918.4-221042,239.826629639,-22.1786327362,USco,,2.438E-02,,9.042E-03,1.457E-03,3.365E-02,2.282E-02,4.459E-03,
[PBB2002]UScoJ160159.7-195219,240.499023438,-19.8723011017,USco,,6.84E-03,,2.608E-03,3.496E-04,9.31E-03,6.432E-03,,
[PBB2002]UScoJ160210.9-200749,240.545669556,-20.1304397583,USco,1.039E-02,7.162E-03,4.578E-03,2.731E-03,3.4E-04,9.571E-03,6.613E-03,9.204E-04,
[PBB2002]UScoJ160418.2-191055,241.075881958,-19.1821460724,USco,1.873E-02,1.303E-02,8.486E-03,4.878E-03,6.847E-04,1.824E-02,1.218E-02,2.94E-03,
[PBB2002]UScoJ160428.4-190441,241.118301392,-19.0781555176,USco,,4.688E-02,,1.755E-02,2.331E-03,7.547E-02,4.853E-02,8.79E-03,
[PBB2002]UScoJ160435.6-194830,241.148544312,-19.8083934784,USco,1.332E-02,9.529E-03,6.32E-03,3.567E-03,4.781E-04,1.316E-02,9.086E-03,1.585E-03,
[PBB2002]UScoJ160439.1-194245,241.163208008,-19.712770462,USco,,1.2E-02,,4.408E-03,1.105E-03,1.734E-02,1.115E-02,1.7E-03,
[PBB2002]UScoJ160449.9-203835,241.208221436,-20.6431617737,USco,1.616E-02,1.114E-02,7.058E-03,4.249E-03,5.695E-04,1.465E-02,1.063E-02,1.743E-03,
[PBB2002]UScoJ160456.4-194045,241.235168457,-19.6792087555,USco,,1.268E-02,,4.616E-03,6.019E-04,1.817E-02,1.157E-02,2.136E-03,5.596E-03
[PBB2002]UScoJ160502.1-203507,241.258911133,-20.5852870941,USco,,4.046E-02,2.61E-02,1.528E-02,1.993E-03,6.123E-02,3.941E-02,7.027E-03,
[PBB2002]UScoJ160516.1-193830,241.317306519,-19.6419715881,USco,9.83E-03,6.903E-03,4.453E-03,2.705E-03,2.726E-04,9.501E-03,6.403E-03,,
[PBB2002]UScoJ160517.9-202420,241.324645996,-20.4054298401,USco,,5.188E-02,,1.942E-02,2.441E-03,7.758E-02,4.808E-02,9.247E-03,
[PBB2002]UScoJ160521.9-193602,241.341339111,-19.6007232666,USco,2.941E-02,1.973E-02,1.261E-02,7.383E-03,1.095E-03,3.143E-02,1.874E-02,2.981E-03,
[PBB2002]UScoJ160528.5-201037,241.368865967,-20.177116394,USco,3.052E-02,2.066E-02,1.357E-02,7.731E-03,1.046E-03,3.276E-02,1.988E-02,3.458E-03,
[PBB2002]UScoJ160531.3-192623,241.380371094,-19.4400062561,USco,,6.653E-03,,2.537E-03,3.694E-04,9.124E-03,6.344E-03,1.189E-03,
[PBB2002]UScoJ160532.1-193315,241.383972168,-19.5544433594,USco,1.474E-02,1.268E-02,1.011E-02,8.877E-03,4.088E-03,1.342E-02,1.111E-02,6.976E-03,7.796E-03
[PBB2002]UScoJ160545.4-202308,241.439178467,-20.3857822418,USco,,2.104E-02,,1.804E-02,2.603E-02,2.768E-02,2.13E-02,1.859E-02,2.923E-02
[PBB2002]UScoJ160600.6-195711,241.502563477,-19.9531822205,USco,,2.163E-02,,1.128E-02,1.341E-02,2.778E-02,2.029E-02,6.415E-03,1.421E-02
[PBB2002]UScoJ160611.9-193532,241.549987793,-19.5925388336,USco,1.53E-02,1.074E-02,7.323E-03,4.171E-03,,1.449E-02,1.031E-02,1.351E-03,
[PBB2002]UScoJ160619.3-192332,241.580657959,-19.392408371,USco,,6.967E-03,,2.608E-03,3.561E-04,9.678E-03,6.655E-03,,
[PBB2002]UScoJ160704.7-201555,241.769760132,-20.2654857635,USco,,6.653E-03,,2.49E-03,1.957E-04,9.449E-03,6.333E-03,1.204E-03,
[PBB2002]UScoJ160707.7-192715,241.781967163,-19.4544773102,USco,,2.904E-02,,1.097E-02,1.658E-03,4.424E-02,2.834E-02,4.948E-03,
[PBB2002]UScoJ160708.7-192733,241.786376953,-19.4594917297,USco,,8.453E-03,,3.193E-03,7.439E-04,1.195E-02,8.024E-03,1.358E-03,
[PBB2002]UScoJ160719.7-202055,241.832168579,-20.3487682343,USco,,1.233E-02,,4.702E-03,8.7E-04,1.812E-02,1.18E-02,2.998E-03,
[PBB2002]UScoJ160739.4-191747,241.914154053,-19.2964553833,USco,,2.748E-02,,1.029E-02,3.308E-03,4.303E-02,2.608E-02,5.035E-03,
[PBB2002]UScoJ160801.4-202741,242.005905151,-20.4615707397,USco,,4.046E-02,,1.528E-02,2.206E-03,6.525E-02,3.698E-02,7.427E-03,
[PBB2002]UScoJ160801.5-192757,242.006546021,-19.4660949707,USco,,3.126E-02,,1.17E-02,1.354E-03,4.731E-02,2.973E-02,5.511E-03,
[PBB2002]UScoJ160823.8-193551,242.099487305,-19.5977268219,USco,7.056E-02,4.732E-02,3.138E-02,1.787E-02,2.31E-03,7.194E-02,4.397E-02,7.951E-03,
[PBB2002]UScoJ160825.1-201224,242.104629517,-20.2068271637,USco,,2.438E-02,,9.125E-03,1.147E-03,3.871E-02,2.316E-02,4.1E-03,
[PBB2002]UScoJ160827.5-194904,242.1146698,-19.8179779053,USco,,1.718E-02,,1.128E-02,8.7E-03,2.235E-02,1.675E-02,8.121E-03,1.134E-02
[PBB2002]UScoJ160843.1-190051,242.17956543,-19.0144309998,USco,,2.028E-02,,7.803E-03,8.157E-04,2.83E-02,1.934E-02,3.781E-03,
[PBB2002]UScoJ160854.0-203417,242.225357056,-20.5717315674,USco,,2.506E-02,,9.468E-03,1.246E-03,3.626E-02,2.437E-02,5.2E-03,
[PBB2002]UScoJ160900.0-190836,242.250091553,-19.1435661316,USco,,1.403E-02,,1.214E-02,2.441E-02,1.761E-02,1.415E-02,1.239E-02,2E-02
[PBB2002]UScoJ160900.7-190852,242.253158569,-19.1479492188,USco,,5.637E-02,,6.986E-02,2.934E-01,1.011E-01,7.164E-02,9.908E-02,2.931E-01
[PBB2002]UScoJ160903.9-193944,242.266571045,-19.6626758575,USco,2.634E-02,1.766E-02,1.182E-02,6.734E-03,9.807E-04,2.562E-02,1.666E-02,2.757E-03,
[PBB2002]UScoJ160915.8-193706,242.315872192,-19.6184177399,USco,,6.967E-03,,2.584E-03,2.854E-04,9.876E-03,6.662E-03,,
[PBB2002]UScoJ160933.8-190456,242.390762329,-19.0822792053,USco,,2.774E-02,,1.057E-02,1.444E-03,4.113E-02,2.628E-02,5.738E-03,
[PBB2002]UScoJ160946.4-193735,242.443511963,-19.6266975403,USco,,3.041E-02,,1.149E-02,1.613E-03,4.828E-02,2.857E-02,5.66E-03,
[PBB2002]UScoJ160953.6-175446,242.473419189,-17.9131736755,USco,,8.532E-03,,7.051E-03,9.194E-03,1.175E-02,1.065E-02,7.318E-03,1.192E-02
[PBB2002]UScoJ160954.4-190654,242.476715088,-19.1153068542,USco,,3.155E-02,,1.214E-02,2.226E-03,5.093E-02,3.037E-02,6.059E-03,
[PBB2002]UScoJ161014.7-191909,242.561401367,-19.3193187714,USco,3.346E-02,2.244E-02,1.488E-02,8.877E-03,1.554E-03,3.405E-02,2.13E-02,4.357E-03,
[PBB2002]UScoJ161021.5-194132,242.589706421,-19.6921710968,USco,,2.851E-02,,1.097E-02,1.457E-03,4.102E-02,2.762E-02,5.114E-03,
[PBB2002]UScoJ161024.7-191407,242.603103638,-19.2353954315,USco,,1.799E-02,,6.922E-03,1.036E-03,2.639E-02,1.719E-02,3.548E-03,
[PBB2002]UScoJ161026.4-193950,242.609970093,-19.6642570496,USco,,1.954E-02,,7.316E-03,9.194E-04,2.715E-02,1.857E-02,3.607E-03,
[PBB2002]UScoJ161031.9-191305,242.633163452,-19.2183990479,USco,,6.012E-02,,2.335E-02,2.881E-03,1.019E-01,6.003E-02,1.121E-02,5.674E-03
[PBB2002]UScoJ161052.4-193734,242.718353271,-19.6262321472,USco,,1.268E-02,,5.015E-03,2.165E-03,1.769E-02,1.201E-02,2.28E-03,
[PBB2002]UScoJ161115.3-175721,242.813934326,-17.9559516907,USco,,8.611E-02,,9.468E-02,7.371E-02,9.66E-02,8.417E-02,8.847E-02,1.088E-01
[PBB2002]UScoJ161118.1-175728,242.825546265,-17.9579715729,USco,,4.732E-02,,1.787E-02,2.352E-03,6.782E-02,4.496E-02,8.734E-03,
[PBB2002]UScoJ161420.2-190648,243.584579468,-19.1133708954,USco,7.321E-01,5.795E-01,6.741E-01,6.198E-01,1.293E+00,5.564E-01,6.194E-01,6.798E-01,1.231E+00
PPM732705,244.546127319,-29.1868247986,USco,,8.223E-02,,3.022E-02,3.308E-03,1.439E-01,7.892E-02,1.374E-02,
[PZ99]J155750.0-230508,239.458450317,-23.0859508514,USco,,4.046E-02,,1.528E-02,1.658E-03,6.807E-02,3.905E-02,7.015E-03,
[PZ99]J160108.0-211318,240.28338623,-21.2217998505,USco,,6.592E-02,,2.537E-02,3.338E-03,1.075E-01,6.223E-02,1.168E-02,
[PZ99]J160147.4-204945,240.447631836,-20.8293876648,USco,,8.299E-02,,3.164E-02,3.977E-03,1.28E-01,7.634E-02,1.403E-02,5.534E-03
[PZ99]J160200.3-222123,240.50163269,-22.3565940857,USco,,6.472E-02,,2.445E-02,4.608E-03,9.66E-02,5.915E-02,1.149E-02,
[PZ99]J160239.1-254208,240.662948608,-25.7021865845,USco,,4.603E-02,,1.723E-02,1.921E-03,8.267E-02,4.413E-02,8.63E-03,
[PZ99]J160354.9-203137,240.979019165,-20.5273284912,USco,,7.639E-02,,2.859E-02,3.904E-03,1.246E-01,7.468E-02,1.407E-02,
[PZ99]J160357.6-203105,240.990325928,-20.5181980133,USco,,1.919E-01,,1.077E-01,3.4E-01,2.513E-01,1.876E-01,1.167E-01,3.694E-01
[PZ99]J160856.7-203346,242.23638916,-20.5627841949,USco,,7.295E-02,,2.807E-02,3.188E-03,1.278E-01,7.034E-02,1.289E-02,
[PZ99]J160930.3-210459,242.376266479,-21.0830364227,USco,,5.433E-02,3.67E-02,2.09E-02,2.777E-03,9.545E-02,5.253E-02,9.471E-03,
[PZ99]J161302.7-225744,243.261322021,-22.9624004364,USco,,8.376E-02,,3.164E-02,3.627E-03,1.478E-01,8.091E-02,1.522E-02,
